index,prompt_raw,target_text,length,level
00742,"A movie set with a clapperboard clearly labeled ""Take 127 Still Awful"", surrounded by frustrated crew members and disheartened actors, under the dim lights of a soundstage.",Take 127 Still Awful,17,Hard
00743,"A realistic photograph of a pharmacy window with a prominently displayed ad that reads ""Flu Shots Available Here"", surrounded by various health products and a few customers browsing inside.",Flu Shots Available Here,21,Hard
00744,"A construction worker stands in a ""Hard Hat Area"", the decal on their bright yellow helmet clearly visible. The scene is set on a bustling construction site with steel beams and scaffolding in the background, emphasizing the safety measures in place.",Hard Hat Area,11,Hard
00745,"A lone desert cactus stands tall, adorned with a hand-painted wooden sign that reads: ""Water Never Heard of Her"". The arid landscape stretches endlessly, emphasizing the cactus's resilience and the irony of its message.",Water Never Heard of Her,20,Hard
00746,"A heart-tugging pet adoption poster featuring a tearful puppy with large, expressive eyes, sitting in a cozy shelter corner. The poster prominently displays the plea ""Adopt Me"" in a warm, inviting font, surrounded by soft, pastel colors to evoke empathy and compassion.",Adopt Me,7,Medium
00747,"A realistic photograph of a library shelf, with a prominent book titled ""History of Silent Languages"" among other vintage books, the spine slightly worn, and a soft, warm light illuminating the scene.",History of Silent Languages,24,Hard
00748,"A realistic photograph of an airport baggage tag, clearly labeled ""Destination Narnia"", attached to a well-worn leather suitcase on a conveyor belt, surrounded by other luggage. The scene is set in a modern airport terminal with soft lighting and a subtle, warm tone.",Destination Narnia,17,Hard
00749,"A scientist in a lab, wearing a white lab coat with a badge clearly displaying ""Dr Smith  Quantum Physics"", stands amidst high-tech equipment, surrounded by charts and equations on the walls.",Dr Smith  Quantum Physics,21,Hard
00750,"A close-up of a concert ticket stub, ""General Admission Floor"", lying on a textured wooden table, with the glow of stage lights and a blurred crowd in the background, capturing the essence of an exhilarating live music experience.",General Admission Floor,21,Hard
00751,"A detailed close-up of a fire truck door, showcasing the emblem that proudly displays ""Engine Company 8"" in bold, vibrant colors against a shiny red background. The metal surface reflects a slight sheen, adding depth and realism to the image.",Engine Company 8,14,Hard
00752,"A photographer’s lens cap tagged ""Capture the Moment"" lies on a smooth, sunlit wooden table, next to a vintage camera. The soft afternoon light casts a gentle shadow, highlighting the texture of the wood and the subtle engraving on the lens cap.",Capture the Moment,16,Hard
00753,"A high-quality product photo of sleek, modern headphones labeled ""Noise Canceling Pro"" on a minimalist white background, with subtle shadows and reflections that highlight the design and texture of the headphones.",Noise Canceling Pro,17,Hard
00754,"A photorealistic image of a dog wearing a collar with a silver tag engraved ""Best Boy Max"", standing in a sunlit park with a leash gently resting on the grass. The dog looks playful and content, with the tag clearly visible.",Best Boy Max,10,Medium
00755,"A bustling medieval market street with a wizard's shop featuring an illuminated window sign that reads ""Love Potions 50% Off"". The shop is adorned with mystical decorations and colorful potions, drawing the attention of curious passersby.",Love Potions 50% Off,17,Hard
00756,"A vibrant window decal at a futuristic robot pet store, featuring a sleek robotic puppy with a playful expression, surrounded by a variety of tech gadgets. The decal prominently displays the text ""Batteries Not Included"" in bold, eye-catching letters.",Batteries Not Included,20,Hard
00757,"A weathered billboard stands tall in a rural Appalachian landscape, the word ""appalachian"" faintly visible through peeling paint, surrounded by lush green forests and misty mountains in the background.",appalachian,11,Hard
00758,"A vintage radio on a wooden table, its display glowing with the words ""Tune In Tomorrow"", surrounded by old records and a cup of coffee, bathed in the warm light of a nearby lamp.",Tune In Tomorrow,14,Hard
00759,"A solitary lighthouse tower, painted with the clear identification ""Portside Beacon 7"", stands against a twilight sky, its beacon light faintly glowing, reflecting off the calm sea around it.",Portside Beacon 7,15,Hard
00760,"A vibrant TV show poster titled ""Stories Floating on the Wind"", featuring ethereal illustrations of characters and symbols drifting through a serene, misty landscape, with soft, warm lighting and a nostalgic, whimsical atmosphere.",Stories Floating on the Wind,24,Hard
00761,"A medieval shield, intricately crafted with a weathered surface, bearing the proud motto ""Strength and Honor"" in elegant, embossed lettering, set against a backdrop of an ancient, battle-worn castle.",Strength and Honor,16,Hard
00762,"A detailed school science fair poster titled ""Volcano Project 6"" featuring an erupting volcano model, colorful diagrams, and informative text, set against a backdrop of a classroom with students and a teacher observing.",Volcano Project 6,15,Hard
00763,"A futuristic sci-fi space station, with a large monitor prominently displaying ""Docking Approved"" in bright green, set against the backdrop of a star-studded universe. The station's sleek, metallic surfaces reflect the ambient light, creating a high-tech atmosphere.",Docking Approved,15,Hard
00764,"A dimly lit carnival with a ticket booth sign glowing in the night, boldly declaring ""Rides Closed Due to Ghosts"". Abandoned rides loom in the background, casting eerie shadows, enhancing the haunting atmosphere.",Rides Closed Due to Ghosts,22,Hard
00765,"A sleek racing yacht sails through choppy waters, its sail emblazoned with ""Atlantic Cup Winner 2024"", reflecting the golden sunlight at dusk. Waves crash against the hull as the crew works in harmony, celebrating their hard-earned victory.",Atlantic Cup Winner 2024,21,Hard
00766,"A prehistoric cave wall features ancient paintings of mammoths, with a humorous twist: one mammoth has the text ""Y U No Hunt"" painted next to it, blending historical art with modern meme culture.",Y U No Hunt,8,Medium
00767,"A UFO hovers in the night sky, its glowing underside illuminating the dark with a mysterious light. The underside prominently displays the text ""Earth Inspection 042"" in a futuristic font, casting an eerie glow on the surrounding landscape.",Earth Inspection 042,18,Hard
00768,"A serene park scene with a wooden bench under a canopy of autumn leaves. A small, ornate plaque is affixed to the bench, reading ""In Memory Of Clara"". Soft sunlight filters through the trees, casting a warm glow on the bench.",In Memory Of Clara,15,Hard
00769,"A bustling nightclub with a vibrant neon sign that reads ""Dance Floor Open"", casting a colorful glow over the energetic crowd and the shimmering dance floor.",Dance Floor Open,14,Hard
00770,"A vivid poster with the title text ""Trouble in Paradise"", depicting a serene tropical beach scene disrupted by dark storm clouds and a lone figure standing on the shore, looking concerned.",Trouble in Paradise,17,Hard
00771,"""Chaos and Order"": An abstract art piece featuring swirling, chaotic patterns in dark hues of blue and purple, gradually transitioning into structured, geometric shapes in bright, contrasting colors, symbolizing the balance between chaos and order.",Chaos and Order,13,Hard
00772,"A detective in a trench coat holds a magnifying glass etched with ""Nothing to See Here"" over a mysterious, fog-covered street at dusk, revealing a subtle, hidden clue.",Nothing to See Here,16,Hard
00773,"A vintage writer's desk with a classic typewriter, a page inserted showing ""Chapter 1"" in bold, under a soft desk lamp, surrounded by scattered notes and a cup of steaming coffee.",Chapter 1,8,Medium
00774,"A vibrant graffiti mural titled ""Urban Art"" adorns a weathered brick wall in a bustling city alley, surrounded by scattered spray paint cans and admiring onlookers.",Urban Art,8,Medium
00775,"A sleek chrome license plate frame featuring the phrase ""Wanderlust Express"" in bold, reflective letters, mounted on a modern, matte black sports car parked against a backdrop of a sprawling, scenic landscape at dusk.",Wanderlust Express,17,Hard
00776,"A vibrant circus tent with a grand banner proclaiming ""Greatest Show Tonight"", surrounded by twinkling lights and excited onlookers, set against a dusky twilight sky.",Greatest Show Tonight,19,Hard
00777,"A weathered, dusty textbook page titled ""Forgotten Spells"", with faded ink and intricate illustrations of ancient runes and mystical symbols, set against a dimly lit background with a soft, golden light illuminating the edges.",Forgotten Spells,15,Hard
00778,"A serene coastal scene with a fisherman's boat named ""Sea Legend II"" gently bobbing on the calm waters at sunrise, the golden light casting a warm glow over the wooden hull and the rippling waves.",Sea Legend II,11,Hard
00779,"A realistic photograph of a science museum exhibit titled ""Age of Dinosaurs"" in bold letters, featuring a dramatic backdrop of prehistoric landscapes and lifelike dinosaur models, with informative panels and interactive displays around.",Age of Dinosaurs,14,Hard
00780,"A movie poster featuring a grand, starlit sky with a majestic observatory at the forefront, the title ""Planetarium"" prominently displayed in elegant, glowing font at the top, surrounded by swirling cosmic nebulae.",Planetarium,11,Hard
00781,"A realistic gym scene with a treadmill in the foreground. The digital readout on the treadmill clearly displays ""Time 30 00"", indicating a 30-minute workout session. The surroundings include modern exercise equipment and a few people working out in the background.",Time 30 00,8,Medium
00782,"A bustling farmer's market scene with a rustic wooden stand displaying a chalkboard that reads ""Organic Apples 2"" in elegant script, surrounded by baskets of fresh, vibrant apples and bustling shoppers.",Organic Apples 2,14,Hard
00783,"A dimly lit, eerie haunted house with a weathered sign that reads ""Beware Ghost Inside"" hanging crookedly from a rusty chain, surrounded by fog and tall, shadowy trees.",Beware Ghost Inside,17,Hard
00784,"An abandoned school's dusty blackboard with faded chalk writing that reads ""Class Dismissed Forever"", surrounded by old, peeling wallpaper and broken desks, capturing the eerie silence and forgotten atmosphere.",Class Dismissed Forever,21,Hard
00785,"A realistic photograph of a construction site with yellow and black warning tape fluttering in the wind, prominently displaying the text ""Danger High Voltage"", surrounded by caution cones and safety gear.",Danger High Voltage,17,Hard
00786,"A bustling subway station with a modern turnstile, its sign prominently blinking ""Swipe Card Here"" in bright, attention-grabbing lights, surrounded by commuters in a hurry.",Swipe Card Here,13,Hard
00787,"A realistic classroom scene with a whiteboard prominently displaying the reminder ""Test Tomorrow"" in bold letters. Desks are neatly arranged, and a few school supplies are scattered on them, capturing the essence of a typical study environment.",Test Tomorrow,12,Hard
00788,"A sleek alien spacecraft with a metallic hull lands on a grassy field at dusk. The side of the ship displays the words ""Welcome Humans"" in glowing, futuristic letters, casting an eerie blue light onto the surrounding area.",Welcome Humans,13,Hard
00789,"A medieval stone tomb engraved with the inscription ""Slayed Dragon Retired RIP"", surrounded by flickering torches and shadowy stone walls, capturing the solemn atmosphere of an ancient knight's final resting place.",Slayed Dragon Retired RIP,22,Hard
00790,"A pirate ship sails the turbulent sea, its flag proudly displaying the embroidered words ""Queen Anne's Revenge"" in bold, black thread against a deep red background, fluttering dramatically in the wind.",Queen Anne's Revenge,18,Hard
00791,"A coastal scene with a lighthouse tower, its base surrounded by rocky cliffs and the sea crashing against them. A clear sign at the entrance warns, ""Beware Siren Songs"", under a fading evening sky.",Beware Siren Songs,16,Hard
00792,"A high-resolution digital aquarium display featuring vibrant ""Glofish v23"" swimming gracefully, with a sleek, modern interface labeling each fish. The water is crystal clear, and the background is a deep ocean blue, enhancing the glowing colors of the fish.",Glofish v23,10,Medium
00793,"A sleek, metallic UFO hovers in a dark sky, its underside emitting a soft, blue glow that illuminates the words ""Human Observation Unit"" in clear, bold letters, casting a mysterious light on the surrounding landscape.",Human Observation Unit,20,Hard
00794,"A classroom with a whiteboard at the front, scribbled with the message ""Pop Quiz Tomorrow"" in colorful markers, desks neatly arranged, and a few textbooks lying around.",Pop Quiz Tomorrow,15,Hard
00795,"A vintage ""Speakeasy Entrance"" subtly marked with a discreet sign, nestled beside a charming old bookstore. The scene is set in a 1920s urban alley, with dim streetlights casting a nostalgic glow on the brick walls and wooden door.",Speakeasy Entrance,17,Hard
00796,"A close-up photograph of a hospital wristband, clearly showing the text ""Patient Name John Doe"" printed on it, with a clean and clinical background to emphasize the setting.",Patient Name John Doe,18,Hard
00797,"A weather balloon ascending through a clear blue sky, carrying an instrument package stamped ""Return to Sky Laboratory"" beneath it, with the Earth's curvature faintly visible in the distance.",Return to Sky Laboratory,21,Hard
00798,"A chef stands in a bustling kitchen, their apron splattered with vibrant sauce and emblazoned with the phrase ""Kiss the Cook"", capturing the lively essence of a busy culinary environment.",Kiss the Cook,11,Hard
00799,"A cozy bakery interior with a wooden shelf displaying various pastries and bread. A clear, modern shelf label reads ""Gluten Free Options Available"" prominently, ensuring customers can easily identify the selection. Soft, warm lighting enhances the inviting atmosphere.",Gluten Free Options Available,26,Hard
00800,"A wizard's crystal ball glowing with an ethereal light, displaying the cryptic words ""Future Uncertain"" amidst swirling mists and stars, set in a dimly lit, ancient library.",Future Uncertain,15,Hard
00801,"A dimly lit elevator shaft with an old, metallic button panel. Notably, the button for ""Floor 13"" is missing, leaving a stark, empty space. The scene is captured in a realistic photographic style, emphasizing the eerie absence of the 13th floor button.",Floor 13,7,Medium
00802,"A medieval shield, intricately carved with the motto ""For Crown and Quill"", hangs on a stone wall in a dimly lit castle hall, illuminated by flickering torchlight. The shield's surface is worn, showing signs of battles past, with the motto prominently displayed in elegant, flowing script.",For Crown and Quill,16,Hard
00803,"A superhero stands proudly, his cape embroidered with ""Cape Crusader"" billowing in the wind. The scene is set at dusk, with a city skyline in the background, capturing the hero's determined silhouette.",Cape Crusader,12,Hard
00804,"A nostalgic nighttime scene featuring a classic American diner with a neon sign above the entrance flashing ""Open 24 Hours"", casting a vibrant glow on the sidewalk and reflecting in the rain-soaked streets.",Open 24 Hours,11,Hard
00805,"A beach towel featuring the print ""Sun Sand Sea"" in retro lettering, laid out on a sandy beach with the ocean waves gently lapping in the background. The sun is setting, casting a warm, golden glow over the scene.",Sun Sand Sea,10,Medium
00806,"A close-up photograph of a digital thermometer with a sleek, modern design, displaying the temperature ""986 F Normal"" on its screen, set against a neutral background.",986 F Normal,10,Medium
00807,"A detailed observatory scene with a star chart overlay prominently featuring the ""Orion Constellation"", surrounded by intricate celestial patterns and glowing stars, set against a dark, night sky background.",Orion Constellation,18,Hard
00808,"A realistic classroom scene with a wooden ruler lying on a desk, surrounded by school supplies. The ruler is prominently displayed with the phrase ""Measure Twice Cut Once"" clearly visible, emphasizing the importance of precision in both academics and craftsmanship.",Measure Twice Cut Once,19,Hard
00809,"A vibrant street scene featuring a restaurant with a neon-lit menu board prominently displaying ""Chefs Special Dragon Sushi"" in bold, glowing letters, surrounded by traditional Japanese decorations and bustling patrons.",Chefs Special Dragon Sushi,23,Hard
00810,"A cozy coffee shop interior with a chalkboard menu prominently displaying ""New Matcha Latte"" in elegant script, surrounded by illustrations of tea leaves and coffee beans, with warm lighting and patrons enjoying their drinks.",New Matcha Latte,14,Hard
00811,"In a whimsical, dimly lit room, a vintage Mad Hatter’s teapot sits on an ornate table, its steam curling upwards to form the words ""Drink Me Maybe"" in elegant, swirling letters. The scene is styled like a classic Alice in Wonderland illustration, with a touch of mysterious, enchanted atmosphere.",Drink Me Maybe,12,Hard
00812,"A high-tech robot with a sleek, metallic body stands in a dimly lit room, its chest panel glowing with a red error message, clearly displaying ""System Error 404"". The robot's arms hang limply at its sides, emphasizing its malfunction.",System Error 404,14,Hard
00813,"A hidden cave wall adorned with a chalk drawing that reads ""The Truth Is Out Here"", surrounded by mysterious symbols and ancient runes, illuminated by the dim light of flickering torches.",The Truth Is Out Here,17,Hard
00814,"A vintage poster design featuring the title text ""Das alte Lied"" in elegant, handwritten font, set against a sepia-toned background with subtle musical notes and a classic gramophone in the corner, evoking a nostalgic feel.",Das alte Lied,11,Hard
00815,"A vibrant TV show poster titled ""Magnus Betner live Scala"", featuring Magnus Betner on stage with a dynamic background of lights, a large audience, and the Scala logo prominently displayed. The poster has a modern, sleek design with bold typography.",Magnus Betner live Scala,21,Hard
00816,"An art gallery wall displays a sleek, modern plaque titled ""Untitled 42"" beneath a minimalist abstract painting, the soft glow of overhead lights enhancing the serene atmosphere of the space.",Untitled 42,10,Medium
00817,"A sleek, red race car speeds down the track, its hood adorned with a bold decal that reads ""Speed Demon"" in fiery, dynamic letters, reflecting the car's intense velocity and the passion of the sport.",Speed Demon,10,Medium
00818,"A gardener holds a seed packet labeled ""Grow with Love"" in a sunlit, vibrant garden, surrounded by blooming flowers and lush greenery. The scene captures the essence of nurturing and growth, with the gardener's hands gently cradling the packet.",Grow with Love,12,Hard
00819,"An astronaut's glove adrift in the vastness of space, ""Help Me"" clearly inscribed on its palm, surrounded by distant stars and the Earth in the background.",Help Me,6,Medium
00820,"A close-up photograph of a laboratory mouse cage, with a clear tag attached to the front reading ""Specimen Group C"", set against a sterile, white background.",Specimen Group C,14,Hard
00821,"A poet’s vintage typewriter caught mid-sentence, with the words ""The moon whispered"" partially typed on the page, under a soft, moonlit window, surrounded by scattered papers and ink bottles.",The moon whispered,16,Hard
00822,"A close-up of a prison tattoo on a muscular arm, reading ""Free Hugs"" in bold, intricate letters. The skin is slightly weathered, and a faint scar runs alongside the tattoo, adding depth to the scene. The background is blurred, focusing all attention on the powerful, symbolic message.",Free Hugs,8,Medium
00823,"A modern fire alarm panel with a digital display showing ""All Systems Normal"" in clear, green text, set against a sleek, grey control panel with subtle lighting, in a well-lit, professional office environment.",All Systems Normal,16,Hard
00824,"A close-up of a university diploma frame, prominently displaying the text ""Masters Degree Awarded"", with a subtle background of a graduation cap and gown, emphasizing the academic achievement.",Masters Degree Awarded,20,Hard
00825,"A vintage suitcase adorned with a colorful collage of old travel stickers, prominently featuring the phrase ""World Traveler"" in elegant, retro font, set against a backdrop of a worn, leather surface with subtle texture and aging effects.",World Traveler,13,Hard
00826,"A high school basketball player wearing a jersey with ""Star shooter 23"" on the back, dribbling the ball on a sunlit court, with teammates and opponents in the background.",Star shooter 23,13,Hard
00827,"A grand stone monument titled ""HumanAI Unity Monument"" stands prominently in the center of a bustling city reconciliation plaza, surrounded by diverse crowds and modern skyscrapers, symbolizing harmony and progress.",HumanAI Unity Monument,20,Hard
00828,"A protestor holds a placard demanding ""Equal Rights for Robots"" amidst a bustling city crowd, with skyscrapers and futuristic elements in the background, emphasizing the blend of human and robotic presence.",Equal Rights for Robots,20,Hard
00829,"A vintage postage stamp with a classic, worn look, featuring the bold motto ""Ever Forward"" in elegant, serif font, surrounded by intricate, floral borders and subtle, faded colors, evoking a sense of historical nostalgia.",Ever Forward,11,Hard
00830,"A sleek, futuristic wristwatch with a holographic display showing ""Time Dilation 05x"" in vibrant, glowing text, set against a dark, tech-laden background with subtle circuit patterns.",Time Dilation 05x,15,Hard
00831,"A grand medieval castle gate with a large, unfurled banner reading ""Royal Wedding Tomorrow"" waving gently in the breeze, surrounded by stone walls and towering turrets, bathed in the warm glow of a setting sun.",Royal Wedding Tomorrow,20,Hard
00832,"A smartphone screen with a notification reading ""1000000 Unreads"" displayed prominently, set against a cluttered desk with scattered notes and a cup of coffee, capturing the overwhelmed feeling of the user.",1000000 Unreads,14,Hard
00833,"A detailed amusement park map with colorful pathways and attractions, prominently marking ""You Are Here"" with a large, red arrow. The map is held by a friendly park employee, standing in front of a vibrant, bustling entrance.",You Are Here,10,Medium
00834,"A lively karaoke bar scene with vibrant lights and a large screen displaying the lyrics ""Sing Along Now"" in bold, colorful text. The atmosphere is energetic, with people clapping and singing along.",Sing Along Now,12,Hard
00835,"A realistic photograph of a construction site with caution tape stretched across, prominently displaying the words ""Danger Midlife Crisis Zone"", surrounded by hard hats, tools, and half-finished structures.",Danger Midlife Crisis Zone,23,Hard
00836,"A realistic photograph of a fortune cookie slip with the message ""Cancel Plans Tomorrow"" lying on a dark wooden table, softly illuminated by a warm, ambient light, creating a mysterious and slightly ominous atmosphere.",Cancel Plans Tomorrow,19,Hard
00837,"A bustling city street at night, with a vibrant neon sign above a quaint restaurant, proudly displaying ""Best Burgers in Town"" in glowing red and blue letters, casting a warm glow on the pavement and passersby.",Best Burgers in Town,17,Hard
00838,"A cowboy, dusty and determined, stands in a sunlit corral, his lasso expertly coiled around the sign that reads ""Practice Makes Perfect"", showcasing his skill and dedication.",Practice Makes Perfect,20,Hard
00839,"A hauntingly elegant mansion portrait, its dimly lit halls and creaking floors set the scene. The eyes of the ghostly inhabitants seem to follow the viewer, eerily whispering ""Smile More"" as they gaze through the lens.",Smile More,9,Medium
00840,"A yoga studio with a serene, minimalist interior featuring a large wall mural that reads ""Find Your Inner Peace"" in elegant, flowing script, surrounded by soft, natural light and potted plants.",Find Your Inner Peace,18,Hard
00841,"A pair of sleek, high-tech boxing gloves, labeled ""Champ 2024 Edition"", resting on a worn, red boxing ring mat, with the intense glare of overhead lights highlighting their advanced design and the sweat of countless battles.",Champ 2024 Edition,16,Hard
00842,"A medieval knight's horse, adorned with intricate armor that gleams under the sunlight, with the phrase ""Gallop Mode Activated"" clearly engraved on the chest plate. The horse stands proudly, ready for battle, in a lush, green field.",Gallop Mode Activated,19,Hard
00843,"A close-up of an antique, ornate potion bottle with a golden label that reads ""DRINK ME SIZE UP"" in elegant, flowing script, set against a dark, mysterious background.",DRINK ME SIZE UP,13,Hard
00844,"A close-up shot of a supermarket price tag, prominently displaying ""Buy One Get One Free"" in bold, with colorful fruits and vegetables blurred in the background, capturing the vibrant atmosphere of a bustling grocery store.",Buy One Get One Free,16,Hard
00845,"A close-up of a wine bottle neck, featuring an elegant tag that reads ""Vintage Reserve 1990"", set against a soft, blurred background of a rustic wine cellar.",Vintage Reserve 1990,18,Hard
00846,"A realistic photograph of a flyer on a community board, with the text ""Lost Dog Reward Offered"" clearly visible. The flyer is slightly weathered, with a photo of a friendly golden retriever and contact information listed. The background shows a park bench and trees, enhancing the community setting.",Lost Dog Reward Offered,20,Hard
00847,"A stylish T-shirt design featuring ""Code Poet"" in a glowing, binary-style font, set against a dark, tech-themed background with subtle circuit patterns.",Code Poet,8,Medium
00848,"A detailed campground map with a red ""You Are Here"" marker, surrounded by scenic natural elements like trees, tents, and a small stream, captured in a realistic photographic style.",You Are Here,10,Medium
00849,"A professor stands beside a whiteboard, where ""Think Critically"" is prominently scribbled in bold, messy handwriting, surrounded by scattered equations and diagrams in a cluttered, academic office.",Think Critically,15,Hard
00850,"A close-up of an old library book with a spine stamped ""Overdue Since 1999"", surrounded by other vintage books on a wooden shelf, with a soft, nostalgic glow.",Overdue Since 1999,16,Hard
00851,"A medieval tavern scene with a wooden menu board prominently displayed, intricately carved with ""Mutton Stew Special"" in gothic script, illuminated by flickering candlelight.",Mutton Stew Special,17,Hard
00852,"A vibrant food truck with a window decal that reads ""Taco Tuesday Special"", surrounded by colorful street art and bustling with customers in a lively urban setting. The truck's exterior is clean and modern, with a chef preparing tacos visible through the window.",Taco Tuesday Special,18,Hard
00853,"A close-up photograph of a metallic keychain tag, intricately engraved with the text ""If Found Call 555 1234"", lying on a textured, wooden surface. The tag is slightly worn, giving it a vintage feel.",If Found Call 555 1234,18,Hard
00854,"A science fair poster titled ""Volcano Experiment"", showcasing a detailed model of a volcanic eruption, with colorful diagrams and labels explaining the process, set against a vibrant background of lava and volcanic rocks.",Volcano Experiment,17,Hard
00855,"A roadside billboard stands tall, boldly advertising ""World's Best Coffee Ahead"" with a steaming cup of coffee and lush coffee beans in the background, set against a sunny rural landscape with a winding road leading to a cozy café.",World's Best Coffee Ahead,22,Hard
00856,"A realistic photograph of a basketball game in the final seconds, the scoreboard prominently displaying ""Home 98 Visitor 95"", with excited fans in the background and players on the court, one making a last-second shot attempt.",Home 98 Visitor 95,15,Hard
00857,"A realistic photograph of a ski resort trail marker, prominently labeled ""Expert Slope Only"", set against a snowy backdrop with fresh powder and a few skiers in the distance.",Expert Slope Only,15,Hard
00858,"A close-up of a futuristic robot chest panel, prominently displaying the label ""Android Model X"" in sleek, modern font, with intricate mechanical components and subtle lighting that highlights the advanced technology and metallic surface.",Android Model X,13,Hard
00859,"A dimly lit carnival tent with a mystical fortune teller sign hanging above the entrance, blinking ""Know Your Future 5"" in vibrant neon lights, casting an eerie glow on the worn wooden signboard and the curious onlookers.",Know Your Future 5,15,Hard
00860,"A plant nursery shelf filled with seed packets, prominently labeled ""Jurassic Park Ferns"", surrounded by lush, prehistoric-looking ferns and other ancient plants, with a subtle mist adding an ethereal atmosphere.",Jurassic Park Ferns,17,Hard
00861,"A weathered pirate treasure chest, intricately engraved with the words ""Gold Doubloons"", sits on a sandy beach, half-buried in the sand, with a few coins spilling out, under the golden glow of a setting sun.",Gold Doubloons,13,Hard
00862,"A realistic book cover for a manual titled ""Sun Power 101"", featuring a modern solar panel array under a bright blue sky, with the title prominently displayed in bold, modern font at the top.",Sun Power 101,11,Hard
00863,"A modern electric car charging station under a clear blue sky, with sleek, futuristic chargers labeled ""Power Up 30 Minutes"" and several electric vehicles plugged in, surrounded by lush greenery and a bustling cityscape in the background.",Power Up 30 Minutes,16,Hard
00864,"A food truck parked on a bustling street corner, its side panel brightly painted with the text ""Tacos Supreme"" in bold, colorful letters. The truck is surrounded by hungry customers, and steam rises from the open serving window, hinting at the delicious tacos inside.",Tacos Supreme,12,Hard
00865,"A realistic photograph of an airport arrival screen showing the message ""Flight 42 On Time"" in a modern, well-lit terminal with a few travelers waiting nearby.",Flight 42 On Time,14,Hard
00866,"An ancient papyrus scroll unfurled, revealing intricate hieroglyphics and a prominent heading that reads ""Kingdom Tax Records"", set against a backdrop of sandy, worn textures and subtle, aged paper tones.",Kingdom Tax Records,17,Hard
00867,"A tennis racket with the tape intricately wrapped around the handle and strings, featuring the phrase ""Game Set Match"" repeated in a stylish, bold font. The racket is set against a blurred tennis court background, emphasizing the dynamic sport.",Game Set Match,12,Hard
00868,"A scuba diver's gear laid out on a beach, with a close-up focus on the scuba tank tag clearly marked ""Air Pressure 3000 PSI"", surrounded by sand and diving accessories.",Air Pressure 3000 PSI,18,Hard
00869,"A UFO hovers above a field, its tractor beam illuminating a group of cows. The cows are arranged to spell ""Beam Me Up Plz"" in the beam's glow, creating a surreal and humorous scene under the night sky.",Beam Me Up Plz,11,Hard
00870,"A baby wearing a onesie with the print ""Future Genius"" sits on a colorful play mat, surrounded by toys and books. The setting is a bright, modern nursery with a large window letting in natural sunlight, emphasizing the innocence and potential of the child.",Future Genius,12,Hard
00871,"A realistic photograph of a science fair poster titled ""Volcano Eruption Study"", featuring a detailed illustration of a volcanic eruption, scientific notes, and graphs explaining the process and impact of volcanic activity.",Volcano Eruption Study,20,Hard
00872,"A dragon's treasure chest, its lid emblazoned with ""Dragons 401k Hands Off"", sits amidst a pile of gold and jewels, guarded by an ancient, slumbering dragon in a mystical, cavernous lair.",Dragons 401k Hands Off,19,Hard
00873,"A graduation cap adorned with the phrase ""Off to Conquer the World"", set against a backdrop of a vibrant, sunlit campus with students cheering and colorful banners waving in the breeze.",Off to Conquer the World,20,Hard
00874,"A vibrant graffiti mural with ""Rebel Hearts"" spray-painted in bold, colorful letters on the rough concrete walls of a dimly lit subway tunnel, capturing the raw energy of urban street art.",Rebel Hearts,11,Hard
00875,"A misty mountain trail with a wooden signpost that reads ""Beware of Yetis"", surrounded by dense, fog-covered trees and rocky terrain, hinting at the mysterious and adventurous atmosphere of the area.",Beware of Yetis,13,Hard
00876,"A vibrant comic book panel featuring a dynamic superhero leaping into the sky, with a bold speech bubble reading ""To Infinity And Beyond"" floating above their head, set against a starry backdrop.",To Infinity And Beyond,19,Hard
00877,"In a vibrant candy factory, a conveyor belt carries colorful sweets, with a noticeable label stating ""Quality Control BOTS ONLY"" prominently displayed, ensuring only robotic inspectors handle the delicate process.",Quality Control BOTS ONLY,22,Hard
00878,"A cozy café interior with warm lighting, wooden tables, and a chalkboard menu prominently displaying ""Daily Special Matcha Latte"" in elegant script, surrounded by sketches of coffee cups and leaves.",Daily Special Matcha Latte,23,Hard
00879,"A close-up of a pizza box top, labeled ""Extra Cheese Inside"", sitting on a rustic wooden table, with a slice of cheese pizza partially visible and steam rising from it, in a warm, cozy kitchen setting.",Extra Cheese Inside,17,Hard
00880,"A winter landscape featuring a person wearing a coat with a prominent ""Arctic Explorer"" patch, standing against a backdrop of snow-covered mountains and icy terrain, with a hint of sunlight casting shadows and illuminating the scene.",Arctic Explorer,14,Hard
00881,"A realistic smartphone screen displaying a food delivery app pop-up notification: ""Your Pizza is 5 Mins Away"". The background shows a cozy living room with a table set for dinner, and a window with a cityscape at dusk.",Your Pizza is 5 Mins Away,20,Hard
00882,"A vibrant, illustrated board game card with the command ""Draw Two Cards"" prominently displayed in elegant, bold letters, surrounded by intricate, whimsical designs and playful symbols, set against a rich, textured background.",Draw Two Cards,12,Hard
00883,"A vast, icy landscape with a stark, metal sign reading ""Titanic Memorial Site"" standing firmly on a snow-covered rock near a towering iceberg, the cold waters of the North Atlantic stretching endlessly into the horizon.",Titanic Memorial Site,19,Hard
00884,"A detective's worn notebook lies open on a cluttered desk, the page showing the handwritten entry ""Case Unsolved"" in bold, dark ink, surrounded by scattered evidence photos and notes. A dim desk lamp casts a warm glow, highlighting the mystery.",Case Unsolved,12,Hard
